id,price
188533,19568.875
188534,57445.348
188535,45932.918
188536,21263.352
188537,33341.8
188538,20220.03
188539,11796.5205
188540,38137.156
188541,56902.605
188542,38311.59
188543,20279.828
188544,12553.701
188545,45170.3
188546,133022.7
188547,13478.349
188548,111701.3
188549,23271.361
188550,12981.89
188551,70914.69
188552,74529.92
188553,71063.72
188554,20944.52
188555,54838.06
188556,28269.86
188557,22738.188
188558,52508.57
188559,23716.531
188560,14545.823
188561,87251.14
188562,25330.812
188563,98149.68
188564,41989.086
188565,34344.027
188566,33757.12
188567,15011.507
188568,38563.9
188569,14957.31
188570,15387.249
188571,28137.902
188572,103754.375
188573,22260.125
188574,33115.453
188575,46965.914
188576,38501.1
188577,14257.605
188578,25376.371
188579,50499.74
188580,48427.05
188581,76239.3
188582,26007.441
188583,122045.164
188584,35674.05
188585,43349.293
188586,25980.77
188587,46041.137
188588,26303.309
188589,12428.317
188590,22778.031
188591,21057.084
188592,29961.312
188593,27429.9
188594,73433.195
188595,23271.04
188596,73024.5
188597,27951.746
188598,30854.586
188599,18277.895
188600,50811.605
188601,52199.973
188602,34794.066
188603,110136.36
188604,13990.244
188605,38182.336
188606,39058.965
188607,48395.203
188608,17129.926
188609,63709.754
188610,51653.496
188611,21302.07
188612,67787.59
188613,28082.387
188614,13074.878
188615,31582.785
188616,96832.76
188617,49167.613
188618,25073.36
188619,82835.34
188620,14797.425
188621,24255.396
188622,64253.246
188623,38232.926
188624,29609.352
188625,28938.348
188626,17386.188
188627,111801.0
188628,74543.45
188629,31472.076
188630,21545.152
188631,53641.137
188632,90285.78
188633,73381.8
188634,12687.669
188635,36406.098
188636,43618.55
188637,13456.587
188638,21564.717
188639,25044.865
188640,13081.71
188641,30352.717
188642,17335.562
188643,86601.42
188644,77313.11
188645,60865.66
188646,12318.217
188647,16282.415
188648,24362.775
188649,28551.723
188650,92842.68
188651,46282.35
188652,92636.72
188653,68766.055
188654,11152.423
188655,19801.281
188656,31150.055
188657,34215.793
188658,14243.417
188659,58315.02
188660,14434.867
188661,83097.49
188662,12122.464
188663,15838.7705
188664,80437.97
188665,134327.55
188666,21775.434
188667,15249.762
188668,14890.566
188669,30324.916
188670,70733.664
188671,19030.363
188672,21590.027
188673,49237.14
188674,13876.183
188675,13751.114
188676,54633.723
188677,12625.503
188678,36968.426
188679,24995.676
188680,103646.68
188681,14593.351
188682,17744.707
188683,10818.116
188684,71989.25
188685,47074.984
188686,96447.65
188687,15717.078
188688,41985.69
188689,13306.0205
188690,27705.67
188691,58073.652
188692,23967.25
188693,13431.669
188694,17306.652
188695,17963.49
188696,66049.61
188697,27537.955
188698,14962.211
188699,66746.695
188700,80208.445
188701,26232.947
188702,16254.469
188703,64558.793
188704,60229.566
188705,27884.992
188706,101222.66
188707,14905.173
188708,15623.063
188709,15916.899
188710,23924.9
188711,31284.121
188712,58475.875
188713,32322.594
188714,28156.635
188715,51771.004
188716,30484.004
188717,14416.493
188718,17097.846
188719,25535.834
188720,18370.258
188721,65905.88
188722,50923.87
188723,26632.824
188724,32149.977
188725,13775.108
188726,32865.062
188727,15897.424
188728,51214.582
188729,19028.645
188730,61810.44
188731,47723.387
188732,35960.91
188733,17619.816
188734,13989.995
188735,11166.079
188736,12742.65
188737,95209.8
188738,89975.06
188739,40695.61
188740,90989.34
188741,37907.77
188742,17802.42
188743,24623.504
188744,59703.76
188745,35025.81
188746,41372.95
188747,43312.676
188748,17879.068
188749,30235.021
188750,12417.13
188751,51899.637
188752,102386.36
188753,13959.465
188754,64892.746
188755,108647.11
188756,37161.402
188757,21407.758
188758,13840.456
188759,20206.43
188760,13226.666
188761,33866.38
188762,41244.234
188763,35392.395
188764,17227.19
188765,61878.73
188766,18008.04
188767,14181.181
188768,43117.37
188769,67555.97
188770,54540.277
188771,14218.394
188772,12091.317
188773,46249.766
188774,68694.92
188775,45286.85
188776,14398.431
188777,22521.16
188778,25854.436
188779,53957.844
188780,56477.1
188781,76546.67
188782,17361.219
188783,18517.77
188784,34644.934
188785,21370.754
188786,36023.61
188787,13057.578
188788,14328.015
188789,38866.047
188790,11495.64
188791,12123.6045
188792,53227.715
188793,19511.844
188794,15364.379
188795,40663.707
188796,15808.333
188797,50970.125
188798,20374.104
188799,16533.0
188800,58441.85
188801,44061.516
188802,33594.836
188803,61347.023
188804,13642.337
188805,15648.734
188806,84244.28
188807,47451.074
188808,56050.93
188809,28775.72
188810,23482.004
188811,60347.3
188812,23536.783
188813,14722.835
188814,34443.77
188815,18859.242
188816,62581.273
188817,25773.799
188818,30001.357
188819,28803.064
188820,28518.223
188821,26748.256
188822,21591.344
188823,38444.664
188824,12176.315
188825,20490.895
188826,12552.781
188827,31494.309
188828,27870.05
188829,13492.699
188830,54283.715
188831,75917.72
188832,12677.617
188833,27337.129
188834,35337.46
188835,24642.379
188836,53808.13
188837,40267.87
188838,15343.3
188839,12610.349
188840,14921.882
188841,53014.215
188842,14248.655
188843,66368.9
188844,34302.016
188845,17033.156
188846,36755.05
188847,43389.848
188848,12448.854
188849,29748.793
188850,75273.17
188851,103582.516
188852,75242.3
188853,17674.125
188854,21351.602
188855,69616.91
188856,72655.97
188857,84068.78
188858,39312.926
188859,41463.918
188860,11000.364
188861,31464.883
188862,97529.016
188863,17758.012
188864,38731.863
188865,32895.477
188866,35999.145
188867,14572.076
188868,145778.77
188869,23840.812
188870,12799.2
188871,13886.024
188872,35100.668
188873,50330.9
188874,27618.248
188875,13893.54
188876,26298.09
188877,44112.598
188878,75405.734
188879,96798.08
188880,35514.094
188881,14498.156
188882,35849.043
188883,31291.965
188884,70075.91
188885,39680.996
188886,58648.707
188887,97249.5
188888,104559.44
188889,22959.602
188890,18200.137
188891,28332.031
188892,17709.297
188893,95399.18
188894,16504.473
188895,24780.574
188896,33516.824
188897,31552.963
188898,12493.207
188899,103303.86
188900,12216.363
188901,13617.054
188902,95411.44
188903,66290.76
188904,21406.69
188905,18358.2
188906,50566.3
188907,83536.43
188908,15560.288
188909,28690.518
188910,22663.35
