id,Price
300000,80.44908
300001,81.89484
300002,82.872986
300003,78.8046
300004,79.38486
300005,81.131836
300006,82.50621
300007,81.52393
300008,85.07481
300009,79.08791
300010,77.57432
300011,82.04954
300012,81.650894
300013,79.993355
300014,81.95422
300015,77.65265
300016,79.44132
300017,84.32923
300018,80.24541
300019,80.4575
300020,81.247215
300021,82.087006
300022,80.11169
300023,79.740005
300024,80.29573
300025,78.65837
300026,82.807556
300027,77.82263
300028,79.400696
300029,81.75987
300030,80.382996
300031,82.3208
300032,79.413666
300033,79.93222
300034,78.095474
300035,81.779236
300036,79.14479
300037,84.42669
300038,69.123184
300039,82.94019
300040,78.70239
300041,81.40515
300042,79.81027
300043,80.21057
300044,82.55162
300045,79.660675
300046,80.713875
300047,81.27351
300048,80.61658
300049,80.70357
300050,74.26601
300051,80.44169
300052,81.65333
300053,83.10718
300054,83.598656
300055,81.20007
300056,82.57889
300057,81.575935
300058,82.87587
300059,82.97803
300060,82.77075
300061,79.47349
300062,82.83391
300063,80.18709
300064,79.58821
300065,80.14485
300066,78.76764
300067,79.65525
300068,68.72051
300069,83.49716
300070,81.800575
300071,82.162254
300072,80.39809
300073,79.93161
300074,81.67671
300075,80.59998
300076,80.34253
300077,71.638306
300078,82.618614
300079,83.02466
300080,82.18115
300081,82.481346
300082,79.86937
300083,73.680786
300084,81.01973
300085,79.76046
300086,81.60013
300087,82.3669
300088,80.56294
300089,82.629555
300090,81.90497
300091,85.36551
300092,80.75418
300093,79.928986
300094,78.85001
300095,80.936264
300096,77.87003
300097,77.866905
300098,82.6058
300099,81.132614
300100,81.23533
300101,77.066666
300102,77.119354
300103,71.206665
300104,80.26344
300105,82.98903
300106,81.632576
300107,79.939415
300108,78.999374
300109,81.27438
300110,83.217834
300111,78.92725
300112,82.468025
300113,84.30875
300114,82.98407
300115,77.664185
300116,82.8881
300117,81.08191
300118,80.43895
300119,79.80603
300120,81.29292
300121,78.768486
300122,80.16383
300123,81.10318
300124,80.80815
300125,82.280075
300126,83.69487
300127,80.61025
300128,79.78018
300129,83.19515
300130,81.95273
300131,78.82966
300132,81.42711
300133,79.872795
300134,80.84679
300135,77.13756
300136,82.26401
300137,83.98196
300138,76.991844
300139,83.23366
300140,80.427055
300141,81.240456
300142,75.99252
300143,81.63309
300144,80.95174
300145,83.68914
300146,80.94517
300147,84.20459
300148,80.470764
300149,81.51813
300150,82.31516
300151,80.49627
300152,78.745384
300153,82.02869
300154,76.54279
300155,80.68144
300156,81.33522
300157,79.43184
300158,81.5594
300159,82.277176
300160,80.116135
300161,81.14721
300162,82.088394
300163,79.52097
300164,82.44197
300165,82.88118
300166,83.20057
300167,83.17986
300168,77.854095
300169,79.4361
300170,80.2829
300171,81.8833
300172,82.07891
300173,79.83602
300174,74.017334
300175,71.54566
300176,79.62953
300177,79.920845
300178,82.545074
300179,80.876396
300180,79.679146
300181,78.061554
300182,80.14877
300183,80.07323
300184,84.02891
300185,80.76532
300186,81.04286
300187,78.18347
300188,81.863686
300189,81.580154
300190,79.63636
300191,81.38097
300192,81.260704
300193,81.05726
300194,82.925095
300195,82.02397
300196,80.36092
300197,79.572495
300198,79.46767
300199,80.04255
300200,81.69066
300201,81.43413
300202,77.98634
300203,83.60654
300204,79.46486
300205,78.350845
300206,80.443054
300207,80.75983
300208,80.904205
300209,82.77469
300210,81.33706
300211,81.16661
300212,80.60354
300213,82.50119
300214,83.094025
300215,77.947876
300216,78.180275
300217,81.18252
300218,81.22687
300219,81.904594
300220,77.35614
300221,80.31843
300222,78.63584
300223,82.26918
300224,77.034515
300225,83.11644
300226,83.45262
300227,79.51017
300228,83.0459
300229,82.328354
300230,78.91228
300231,81.24279
300232,81.32006
300233,79.3682
300234,78.07303
300235,81.3263
300236,80.46475
300237,79.50105
300238,83.09739
300239,81.402695
300240,81.86429
300241,81.12225
300242,79.18657
300243,79.14524
300244,81.28857
300245,82.627884
300246,79.28398
300247,83.923004
300248,85.29163
300249,76.27881
300250,79.45345
300251,81.24407
300252,78.662285
300253,78.12381
300254,82.25334
300255,80.6879
300256,81.631256
300257,80.367035
300258,79.793015
300259,82.708694
300260,79.94599
300261,78.84142
300262,80.83556
300263,81.07101
300264,81.16759
300265,80.97866
300266,82.28809
300267,78.81714
300268,81.91431
300269,77.75923
300270,78.72466
300271,82.135796
300272,81.62784
300273,79.38831
300274,83.764404
300275,81.905655
300276,80.37767
300277,79.61483
300278,81.72978
300279,80.90056
300280,81.30409
300281,79.89816
300282,82.04298
300283,78.189705
300284,79.32584
300285,80.695755
300286,82.92127
300287,80.72194
300288,80.87655
300289,82.14908
300290,79.31097
300291,84.11792
300292,78.58591
300293,81.83304
300294,83.33295
300295,80.898254
300296,80.305954
300297,77.71677
300298,78.6509
300299,78.722824
300300,81.939224
300301,81.26781
300302,78.51775
300303,80.49968
300304,81.87252
300305,82.69812
300306,79.75113
300307,84.56554
300308,79.42569
300309,79.01661
300310,80.55612
300311,84.27382
300312,70.04495
300313,74.06824
300314,80.76804
300315,78.35988
300316,80.73376
300317,83.32182
300318,82.71779
300319,75.46886
300320,75.08165
300321,83.64492
300322,85.33111
300323,81.22113
300324,81.594055
300325,80.590965
300326,82.9762
300327,80.25801
300328,84.70192
300329,82.12408
300330,82.883255
300331,80.45839
300332,80.54213
300333,80.97286
300334,81.76558
300335,83.99025
300336,81.88638
300337,80.156876
300338,81.39944
300339,83.68471
300340,82.65933
300341,79.39923
300342,78.42361
300343,73.16449
300344,80.36253
300345,80.74365
300346,81.08108
300347,78.719505
300348,78.3394
300349,71.42029
300350,79.381714
300351,82.22606
300352,77.76383
300353,79.839516
300354,80.53819
300355,80.20271
300356,78.603485
300357,82.60245
300358,81.65607
300359,81.48987
300360,80.02618
300361,79.56921
300362,80.114
300363,79.925735
300364,81.998055
300365,75.317764
300366,67.481735
300367,81.13636
300368,80.70824
300369,76.16198
300370,84.09841
300371,81.33206
300372,78.63519
300373,80.25151
300374,78.82944
300375,75.90907
300376,80.80624
300377,82.00055
300378,77.71649
300379,80.93047
300380,81.48887
300381,78.810074
300382,80.68148
300383,83.27251
300384,78.203
300385,80.94584
300386,81.74991
300387,82.774635
300388,79.50852
300389,82.43967
300390,79.39497
300391,77.21503
300392,75.73445
300393,79.59625
300394,81.49991
300395,79.671
300396,79.56307
300397,80.29642
300398,81.65429
300399,81.10416
300400,81.46636
300401,81.39035
300402,81.79952
300403,83.05879
300404,83.22096
300405,81.787506
300406,80.50838
300407,82.92502
300408,79.73173
300409,80.68165
300410,72.95219
300411,83.28949
300412,81.19738
300413,78.84297
300414,82.95682
300415,81.218575
300416,77.45389
300417,79.97241
300418,81.33028
300419,81.41118
300420,79.6539
300421,78.81295
300422,81.180336
300423,79.213524
300424,80.28134
300425,78.98464
300426,82.53875
300427,78.73189
300428,81.00205
300429,81.358826
300430,80.4081
300431,80.870255
300432,82.95352
300433,81.03871
300434,76.92877
300435,79.585266
300436,79.09695
300437,79.79273
300438,81.22237
300439,78.13892
300440,82.304985
300441,75.772156
300442,82.958496
300443,79.11287
300444,83.01756
300445,77.12363
300446,83.00544
300447,78.97045
300448,80.83165
300449,83.05434
300450,78.95724
300451,83.04345
300452,82.37524
300453,78.58212
300454,79.10831
300455,81.55209
300456,79.413025
300457,77.52939
300458,83.681656
300459,81.3655
300460,80.48239
300461,76.723915
300462,84.10055
300463,79.42436
300464,77.42165
300465,82.30478
300466,81.46018
300467,78.48003
300468,80.921875
300469,81.29609
300470,81.23717
300471,79.33336
